ESCENARIO;SEED_ID;CONFIG_ID
BH;1900393;682
BH;1900393;719
BH;1900393;729
BH;1900393;735
BH;1900393;761
BH;1900393;819
BH;1900393;836
BH;1900393;846
BH;200009;67
BH;200009;108
BH;200009;310
BH;200009;378
BH;200009;421
BH;200009;431
BH;200009;435
BH;200009;527
BH;200009;602
BH;200009;613
BH;200009;641
BH;200009;657
BH;200009;661
BH;200009;680
BH;200009;813
BH;200009;819
BH;200009;827
BH;200009;835
BH;200009;859
BH;200009;869
BH;2000419;77
BH;2000419;118
BH;2000419;145
BH;2000419;209
BH;2000419;247
BH;2000419;274
BH;2000419;307
BH;2000419;408
BH;2000419;454
BH;2000419;464
BH;2000419;514
BH;2000419;559
BH;2000419;578
BH;2000419;607
BH;2000419;665
BH;2000419;693
BH;2000419;751
BH;2000419;783
BH;2000419;813
BH;2000419;817
BH;2000419;851
BH;2000419;854
BH;2000419;860
BH;300017;62
BH;300017;91
BH;300017;118
BH;300017;194
BH;300017;233
BH;300017;291
BH;300017;322
BH;300017;390
BH;300017;413
BH;300017;426
BH;300017;430
BH;300017;453
BH;300017;486
BH;300017;488
BH;300017;556
BH;300017;569
BH;300017;642
BH;300017;645
BH;300017;671
BH;300017;719
BH;300017;751
BH;300017;759
BH;300017;761
BH;300017;808
BH;300017;809
BH;300017;811
BH;300017;825
BH;300017;826
BH;400031;17
BH;400031;46
BH;400031;85
BH;400031;107
BH;400031;138
BH;400031;195
BH;400031;223
BH;400031;278
BH;400031;305
BH;400031;327
BH;400031;369
BH;400031;382
BH;400031;414
BH;400031;415
BH;400031;477
BH;400031;494
BH;400031;547
BH;400031;569
BH;400031;588
BH;400031;612
BH;400031;640
BH;400031;642
BH;400031;716
BH;400031;771
BH;400031;788
BH;400031;799
BH;400031;825
BH;500057;12
BH;500057;32
BH;500057;58
BH;500057;78
BH;500057;133
BH;500057;195
BH;500057;218
BH;500057;283
BH;500057;286
BH;500057;423
BH;500057;465
BH;500057;504
BH;500057;534
BH;500057;575
BH;500057;586
BH;500057;588
BH;500057;683
BH;500057;725
BH;500057;854
BH;500057;886
BH;500057;911
BH;500057;913
BH;500057;915
BH;600083;179
BH;600083;274
BH;600083;286
BH;600083;377
BH;600083;414
BH;600083;481
BH;600083;493
BH;600083;543
BH;600083;716
BH;600083;739
BH;600083;758
BH;600083;786
BH;600083;818
BH;600083;870
BH;600083;912
BH;700099;144
BH;700099;147
BH;700099;223
BH;700099;235
BH;700099;299
BH;700099;352
BH;700099;440
BH;700099;466
BH;700099;472
BH;700099;516
BH;700099;547
BH;700099;571
BH;700099;626
BH;700099;645
BH;700099;655
BH;700099;676
BH;700099;714
BH;700099;737
BH;700099;803
BH;700099;820
BH;700099;834
BH;700099;873
BH;700099;878
BH;700099;881
BH;700099;890
BH;800123;10
BH;800123;66
BH;800123;100
BH;800123;185
BH;800123;400
BH;800123;417
BH;800123;470
BH;800123;483
BH;800123;516
BH;800123;607
BH;800123;680
BH;800123;716
BH;800123;767
BH;800123;777
BH;800123;842
BH;800123;915
BH;800123;929
BH;800123;932
BH;900149;56
BH;900149;117
BH;900149;233
BH;900149;269
BH;900149;363
BH;900149;394
BH;900149;403
BH;900149;497
BH;900149;509
BH;900149;518
BH;900149;568
BH;900149;612
BH;900149;615
BH;900149;678
BH;900149;679
BH;900149;703
BH;900149;712
BH;900149;774
BH;900149;791
BH;900149;852
BH;900149;879
BH;900149;884
BH;900149;889
BH-90;100003;19
BH-90;100003;82
BH-90;100003;122
BH-90;100003;172
BH-90;100003;177
BH-90;100003;235
BH-90;100003;240
BH-90;100003;253
BH-90;100003;254
BH-90;100003;265
BH-90;100003;297
BH-90;100003;319
BH-90;100003;326
BH-90;100003;334
BH-90;100003;360
BH-90;100003;376
BH-90;100003;424
BH-90;100003;435
BH-90;100003;440
BH-90;100003;514
BH-90;100003;549
BH-90;100003;563
BH-90;100003;592
BH-90;100003;596
BH-90;1000193;13
BH-90;1000193;21
BH-90;1000193;46
BH-90;1000193;70
BH-90;1000193;133
BH-90;1000193;146
BH-90;1000193;228
BH-90;1000193;230
BH-90;1000193;254
BH-90;1000193;273
BH-90;1000193;312
BH-90;1000193;336
BH-90;1000193;399
BH-90;1000193;486
BH-90;1000193;502
BH-90;1000193;520
BH-90;1000193;535
BH-90;1100211;14
BH-90;1100211;49
BH-90;1100211;66
BH-90;1100211;128
BH-90;1100211;133
BH-90;1100211;139
BH-90;1100211;147
BH-90;1100211;188
BH-90;1100211;189
BH-90;1100211;248
BH-90;1100211;254
BH-90;1100211;261
BH-90;1100211;272
BH-90;1100211;301
BH-90;1100211;335
BH-90;1100211;339
BH-90;1100211;387
BH-90;1100211;402
BH-90;1100211;407
BH-90;1100211;423
BH-90;1100211;432
BH-90;1100211;448
BH-90;1100211;463
BH-90;1100211;465
BH-90;1100211;505
BH-90;1100211;579
BH-90;1100211;583
BH-90;1100211;590
BH-90;1100211;600
BH-90;1200239;6
BH-90;1200239;16
BH-90;1200239;29
BH-90;1200239;58
BH-90;1200239;85
BH-90;1200239;127
BH-90;1200239;132
BH-90;1200239;136
BH-90;1200239;147
BH-90;1200239;165
BH-90;1200239;213
BH-90;1200239;220
BH-90;1200239;225
BH-90;1200239;228
BH-90;1200239;262
BH-90;1200239;292
BH-90;1200239;326
BH-90;1200239;337
BH-90;1200239;339
BH-90;1200239;352
BH-90;1200239;376
BH-90;1200239;404
BH-90;1200239;412
BH-90;1200239;415
BH-90;1200239;432
BH-90;1200239;440
BH-90;1200239;448
BH-90;1200239;473
BH-90;1200239;485
BH-90;1200239;554
BH-90;1200239;559
BH-90;1200239;561
BH-90;1200239;595
BH-90;1300277;28
BH-90;1300277;29
BH-90;1300277;39
BH-90;1300277;59
BH-90;1300277;99
BH-90;1300277;119
BH-90;1300277;164
BH-90;1300277;171
BH-90;1300277;184
BH-90;1300277;197
BH-90;1300277;222
BH-90;1300277;229
BH-90;1300277;232
BH-90;1300277;265
BH-90;1300277;276
BH-90;1300277;284
BH-90;1300277;312
BH-90;1300277;328
BH-90;1300277;353
BH-90;1300277;409
BH-90;1300277;415
BH-90;1300277;420
BH-90;1300277;449
BH-90;1300277;457
BH-90;1300277;597
BH-90;1400299;31
BH-90;1400299;59
BH-90;1400299;64
BH-90;1400299;104
BH-90;1400299;143
BH-90;1400299;145
BH-90;1400299;173
BH-90;1400299;198
BH-90;1400299;210
BH-90;1400299;245
BH-90;1400299;260
BH-90;1400299;272
BH-90;1400299;285
BH-90;1400299;287
BH-90;1400299;316
BH-90;1400299;340
BH-90;1400299;365
BH-90;1400299;407
BH-90;1400299;423
BH-90;1400299;434
BH-90;1400299;479
BH-90;1400299;489
BH-90;1400299;502
BH-90;1400299;565
BH-90;1400299;597
BH-90;1400299;600
BH-90;1500311;10
BH-90;1500311;19
BH-90;1500311;69
BH-90;1500311;76
BH-90;1500311;77
BH-90;1500311;114
BH-90;1500311;257
BH-90;1500311;267
BH-90;1500311;282
BH-90;1500311;325
BH-90;1500311;374
BH-90;1500311;384
BH-90;1500311;425
BH-90;1500311;426
BH-90;1500311;457
BH-90;1500311;461
BH-90;1500311;503
BH-90;1500311;504
BH-90;1500311;542
BH-90;1500311;552
BH-90;1500311;577
BH-90;1500311;583
BH-90;1500311;633
BH-90;1500311;641
BH-90;1500311;687
BH-90;1600333;20
BH-90;1600333;27
BH-90;1600333;64
BH-90;1600333;87
BH-90;1600333;89
BH-90;1600333;99
BH-90;1600333;159
BH-90;1600333;171
BH-90;1600333;172
BH-90;1600333;183
BH-90;1600333;190
BH-90;1600333;202
BH-90;1600333;228
BH-90;1600333;229
BH-90;1600333;265
BH-90;1600333;286
BH-90;1600333;288
BH-90;1600333;301
BH-90;1600333;324
BH-90;1600333;359
BH-90;1600333;394
BH-90;1600333;406
BH-90;1600333;425
BH-90;1600333;493
BH-90;1600333;506
BH-90;1600333;518
BH-90;1600333;530
BH-90;1600333;556
BH-90;1600333;561
BH-90;1600333;565
BH-90;1700359;11
BH-90;1700359;27
BH-90;1700359;29
BH-90;1700359;61
BH-90;1700359;70
BH-90;1700359;97
BH-90;1700359;171
BH-90;1700359;184
BH-90;1700359;208
BH-90;1700359;237
BH-90;1700359;283
BH-90;1700359;293
BH-90;1700359;299
BH-90;1700359;306
BH-90;1700359;315
BH-90;1700359;359
BH-90;1700359;364
BH-90;1700359;413
BH-90;1700359;430
BH-90;1700359;431
BH-90;1700359;445
BH-90;1700359;485
BH-90;1700359;496
BH-90;1700359;511
BH-90;1700359;517
BH-90;1700359;531
BH-90;1700359;536
BH-90;1700359;542
BH-90;1700359;597
BH-90;1800371;15
BH-90;1800371;47
BH-90;1800371;84
BH-90;1800371;132
BH-90;1800371;215
BH-90;1800371;236
BH-90;1800371;238
BH-90;1800371;243
BH-90;1800371;291
BH-90;1800371;305
BH-90;1800371;311
BH-90;1800371;322
BH-90;1800371;323
BH-90;1800371;362
BH-90;1800371;366
BH-90;1800371;378
BH-90;1800371;382
BH-90;1800371;463
BH-90;1800371;488
BH-90;1800371;558
BH-90;1800371;592
BH-90;1800371;597
BH-90;1900393;10
BH-90;1900393;18
BH-90;1900393;21
BH-90;1900393;48
BH-90;1900393;55
BH-90;1900393;126
BH-90;1900393;131
BH-90;1900393;140
BH-90;1900393;153
BH-90;1900393;155
BH-90;1900393;194
BH-90;1900393;239
BH-90;1900393;258
BH-90;1900393;265
BH-90;1900393;297
BH-90;1900393;317
BH-90;1900393;336
BH-90;1900393;359
BH-90;1900393;365
BH-90;1900393;367
BH-90;1900393;369
BH-90;1900393;431
BH-90;1900393;443
BH-90;1900393;516
BH-90;1900393;546
BH-90;1900393;563
BH-90;1900393;574
BH-90;1900393;579
BH-90;200009;39
BH-90;200009;67
BH-90;200009;70
BH-90;200009;81
BH-90;200009;106
BH-90;200009;125
BH-90;200009;205
BH-90;200009;222
BH-90;200009;237
BH-90;200009;284
BH-90;200009;321
BH-90;200009;339
BH-90;200009;347
BH-90;200009;353
BH-90;200009;398
BH-90;200009;472
BH-90;200009;495
BH-90;200009;506
BH-90;200009;603
BH-90;2000419;6
BH-90;2000419;10
BH-90;2000419;40
BH-90;2000419;77
BH-90;2000419;82
BH-90;2000419;97
BH-90;2000419;98
BH-90;2000419;104
BH-90;2000419;143
BH-90;2000419;158
BH-90;2000419;178
BH-90;2000419;182
BH-90;2000419;216
BH-90;2000419;230
BH-90;2000419;275
BH-90;2000419;277
BH-90;2000419;278
BH-90;2000419;314
BH-90;2000419;368
BH-90;2000419;378
BH-90;2000419;425
BH-90;2000419;448
BH-90;2000419;468
BH-90;2000419;473
BH-90;2000419;502
BH-90;2000419;513
BH-90;2000419;526
BH-90;2000419;531
BH-90;2000419;553
BH-90;2000419;595
BH-90;300017;62
BH-90;300017;73
BH-90;300017;106
BH-90;300017;111
BH-90;300017;115
BH-90;300017;184
BH-90;300017;201
BH-90;300017;250
BH-90;300017;262
BH-90;300017;273
BH-90;300017;314
BH-90;300017;316
BH-90;300017;334
BH-90;300017;350
BH-90;300017;367
BH-90;300017;370
BH-90;300017;371
BH-90;300017;446
BH-90;300017;454
BH-90;300017;475
BH-90;300017;517
BH-90;300017;537
BH-90;300017;575
BH-90;400031;14
BH-90;400031;17
BH-90;400031;36
BH-90;400031;46
BH-90;400031;85
BH-90;400031;131
BH-90;400031;167
BH-90;400031;193
BH-90;400031;196
BH-90;400031;228
BH-90;400031;235
BH-90;400031;254
BH-90;400031;278
BH-90;400031;282
BH-90;400031;292
BH-90;400031;311
BH-90;400031;314
BH-90;400031;363
BH-90;400031;364
BH-90;400031;367
BH-90;400031;471
BH-90;400031;485
BH-90;400031;538
BH-90;400031;558
BH-90;400031;594
BH-90;500057;12
BH-90;500057;32
BH-90;500057;58
BH-90;500057;75
BH-90;500057;78
BH-90;500057;96
BH-90;500057;112
BH-90;500057;162
BH-90;500057;186
BH-90;500057;206
BH-90;500057;223
BH-90;500057;232
BH-90;500057;265
BH-90;500057;268
BH-90;500057;291
BH-90;500057;324
BH-90;500057;330
BH-90;500057;369
BH-90;500057;384
BH-90;500057;394
BH-90;500057;398
BH-90;500057;408
BH-90;500057;448
BH-90;500057;486
BH-90;500057;497
BH-90;500057;508
BH-90;500057;562
BH-90;500057;587
BH-90;500057;612
BH-90;500057;680
BH-90;600083;4
BH-90;600083;36
BH-90;600083;53
BH-90;600083;64
BH-90;600083;104
BH-90;600083;126
BH-90;600083;128
BH-90;600083;177
BH-90;600083;204
BH-90;600083;254
BH-90;600083;309
BH-90;600083;320
BH-90;600083;322
BH-90;600083;340
BH-90;600083;341
BH-90;600083;359
BH-90;600083;360
BH-90;600083;393
BH-90;600083;423
BH-90;600083;443
BH-90;600083;505
BH-90;600083;511
BH-90;600083;517
BH-90;600083;573
BH-90;600083;576
BH-90;600083;591
BH-90;600083;602
BH-90;700099;12
BH-90;700099;22
BH-90;700099;45
BH-90;700099;59
BH-90;700099;85
BH-90;700099;110
BH-90;700099;138
BH-90;700099;156
BH-90;700099;160
BH-90;700099;185
BH-90;700099;188
BH-90;700099;200
BH-90;700099;230
BH-90;700099;255
BH-90;700099;306
BH-90;700099;321
BH-90;700099;327
BH-90;700099;337
BH-90;700099;346
BH-90;700099;378
BH-90;700099;417
BH-90;700099;420
BH-90;700099;426
BH-90;700099;427
BH-90;700099;447
BH-90;700099;486
BH-90;700099;494
BH-90;700099;534
BH-90;700099;546
BH-90;700099;560
BH-90;800123;10
BH-90;800123;23
BH-90;800123;66
BH-90;800123;97
BH-90;800123;155
BH-90;800123;164
BH-90;800123;182
BH-90;800123;244
BH-90;800123;286
BH-90;800123;294
BH-90;800123;319
BH-90;800123;321
BH-90;800123;382
BH-90;800123;393
BH-90;800123;434
BH-90;800123;435
BH-90;800123;447
BH-90;800123;461
BH-90;800123;474
BH-90;800123;495
BH-90;800123;563
BH-90;800123;571
BH-90;800123;596
BH-90;900149;45
BH-90;900149;56
BH-90;900149;171
BH-90;900149;180
BH-90;900149;213
BH-90;900149;234
BH-90;900149;268
BH-90;900149;277
BH-90;900149;325
BH-90;900149;371
BH-90;900149;377
BH-90;900149;381
BH-90;900149;457
BH-90;900149;474
BH-90;900149;494
BH-90;900149;496
BH-90;900149;573
BH-90;900149;577
BH-90;900149;580
BL;100003;5
BL;100003;84
BL;100003;118
BL;100003;124
BL;100003;142
BL;100003;163
BL;100003;179
BL;100003;257
BL;100003;268
BL;100003;269
BL;100003;280
BL;100003;281
BL;100003;310
BL;100003;318
BL;100003;324
BL;100003;325
BL;100003;397
BL;100003;399
BL;100003;405
BL;100003;413
BL;100003;415
BL;1000193;47
BL;1000193;53
BL;1000193;67
BL;1000193;77
BL;1000193;83
BL;1000193;98
BL;1000193;111
BL;1000193;137
BL;1000193;162
BL;1000193;190
BL;1000193;195
BL;1000193;229
BL;1000193;257
BL;1000193;258
BL;1000193;267
BL;1000193;270
BL;1000193;288
BL;1000193;373
BL;1000193;379
BL;1000193;384
BL;1000193;398
BL;1000193;413
BL;1000193;436
BL;1000193;440
BL;1000193;456
BL;1000193;457
BL;1000193;461
BL;1100211;1
BL;1100211;15
BL;1100211;27
BL;1100211;45
BL;1100211;53
BL;1100211;113
BL;1100211;182
BL;1100211;185
BL;1100211;227
BL;1100211;229
BL;1100211;289
BL;1100211;297
BL;1100211;307
BL;1100211;366
BL;1100211;377
BL;1100211;400
BL;1100211;409
BL;1100211;423
BL;1100211;452
BL;1200239;8
BL;1200239;50
BL;1200239;51
BL;1200239;71
BL;1200239;83
BL;1200239;98
BL;1200239;117
BL;1200239;120
BL;1200239;152
BL;1200239;186
BL;1200239;198
BL;1200239;248
BL;1200239;282
BL;1200239;316
BL;1200239;379
BL;1200239;405
BL;1200239;423
BL;1200239;429
BL;1200239;434
BL;1200239;448
BL;1200239;466
BL;1300277;8
BL;1300277;14
BL;1300277;20
BL;1300277;56
BL;1300277;77
BL;1300277;105
BL;1300277;126
BL;1300277;136
BL;1300277;220
BL;1300277;229
BL;1300277;248
BL;1300277;249
BL;1300277;265
BL;1300277;276
BL;1300277;305
BL;1300277;377
BL;1300277;388
BL;1300277;394
BL;1300277;409
BL;1300277;410
BL;1300277;431
BL;1300277;437
BL;1300277;441
BL;1400299;7
BL;1400299;48
BL;1400299;62
BL;1400299;69
BL;1400299;108
BL;1400299;121
BL;1400299;145
BL;1400299;180
BL;1400299;192
BL;1400299;193
BL;1400299;197
BL;1400299;247
BL;1400299;262
BL;1400299;263
BL;1400299;274
BL;1400299;275
BL;1400299;309
BL;1400299;326
BL;1400299;332
BL;1400299;354
BL;1400299;359
BL;1400299;365
BL;1400299;398
BL;1400299;419
BL;1500311;27
BL;1500311;60
BL;1500311;72
BL;1500311;78
BL;1500311;85
BL;1500311;174
BL;1500311;190
BL;1500311;208
BL;1500311;234
BL;1500311;293
BL;1500311;300
BL;1500311;304
BL;1500311;322
BL;1500311;333
BL;1500311;341
BL;1500311;360
BL;1500311;375
BL;1500311;405
BL;1500311;433
BL;1500311;442
BL;1500311;447
BL;1500311;449
BL;1500311;451
BL;1600333;12
BL;1600333;47
BL;1600333;89
BL;1600333;114
BL;1600333;115
BL;1600333;152
BL;1600333;166
BL;1600333;177
BL;1600333;180
BL;1600333;199
BL;1600333;230
BL;1600333;231
BL;1600333;267
BL;1600333;271
BL;1600333;286
BL;1600333;315
BL;1600333;320
BL;1600333;322
BL;1600333;323
BL;1600333;365
BL;1600333;368
BL;1600333;382
BL;1600333;383
BL;1600333;401
BL;1600333;406
BL;1600333;411
BL;1600333;417
BL;1700359;1
BL;1700359;34
BL;1700359;47
BL;1700359;69
BL;1700359;88
BL;1700359;95
BL;1700359;126
BL;1700359;159
BL;1700359;167
BL;1700359;197
BL;1700359;242
BL;1700359;246
BL;1700359;268
BL;1700359;292
BL;1700359;303
BL;1700359;324
BL;1700359;344
BL;1700359;408
BL;1700359;413
BL;1700359;427
BL;1700359;439
BL;1700359;445
BL;1800371;17
BL;1800371;25
BL;1800371;28
BL;1800371;85
BL;1800371;141
BL;1800371;161
BL;1800371;177
BL;1800371;194
BL;1800371;225
BL;1800371;261
BL;1800371;265
BL;1800371;316
BL;1800371;326
BL;1800371;344
BL;1800371;358
BL;1800371;421
BL;1800371;455
BL;1800371;457
BL;1800371;466
BL;1800371;473
BL;1900393;29
BL;1900393;56
BL;1900393;57
BL;1900393;87
BL;1900393;175
BL;1900393;186
BL;1900393;222
BL;1900393;238
BL;1900393;266
BL;1900393;289
BL;1900393;325
BL;1900393;354
BL;1900393;375
BL;1900393;405
BL;1900393;406
BL;1900393;408
BL;1900393;452
BL;1900393;453
BL;1900393;458
BL;1900393;463
BL;1900393;467
BL;1900393;469
BL;1900393;470
BL;200009;6
BL;200009;21
BL;200009;36
BL;200009;41
BL;200009;169
BL;200009;248
BL;200009;255
BL;200009;269
BL;200009;284
BL;200009;289
BL;200009;333
BL;200009;348
BL;200009;379
BL;200009;381
BL;200009;404
BL;200009;428
BL;200009;457
BL;200009;459
BL;2000419;9
BL;2000419;27
BL;2000419;56
BL;2000419;72
BL;2000419;125
BL;2000419;127
BL;2000419;155
BL;2000419;185
BL;2000419;191
BL;2000419;197
BL;2000419;213
BL;2000419;268
BL;2000419;274
BL;2000419;280
BL;2000419;328
BL;2000419;331
BL;2000419;336
BL;2000419;361
BL;2000419;396
BL;2000419;407
BL;2000419;418
BL;2000419;420
BL;300017;15
BL;300017;61
BL;300017;108
BL;300017;116
BL;300017;149
BL;300017;151
BL;300017;182
BL;300017;191
BL;300017;248
BL;300017;271
BL;300017;281
BL;300017;283
BL;300017;319
BL;300017;331
BL;300017;334
BL;300017;341
BL;300017;360
BL;300017;391
BL;300017;396
BL;300017;400
BL;300017;405
BL;400031;1
BL;400031;7
BL;400031;47
BL;400031;66
BL;400031;101
BL;400031;155
BL;400031;199
BL;400031;242
BL;400031;248
BL;400031;273
BL;400031;275
BL;400031;297
BL;400031;317
BL;400031;328
BL;400031;339
BL;400031;345
BL;400031;386
BL;400031;392
BL;400031;403
BL;400031;428
BL;400031;431
BL;400031;450
BL;500057;14
BL;500057;29
BL;500057;45
BL;500057;55
BL;500057;64
BL;500057;123
BL;500057;181
BL;500057;182
BL;500057;265
BL;500057;273
BL;500057;324
BL;500057;355
BL;500057;388
BL;500057;390
BL;500057;451
BL;500057;468
BL;600083;18
BL;600083;64
BL;600083;69
BL;600083;86
BL;600083;119
BL;600083;161
BL;600083;165
BL;600083;207
BL;600083;216
BL;600083;229
BL;600083;255
BL;600083;256
BL;600083;301
BL;600083;327
BL;600083;332
BL;600083;337
BL;600083;364
BL;600083;388
BL;600083;421
BL;600083;428
BL;600083;438
BL;600083;440
BL;600083;448
BL;700099;4
BL;700099;5
BL;700099;46
BL;700099;76
BL;700099;114
BL;700099;123
BL;700099;147
BL;700099;173
BL;700099;181
BL;700099;198
BL;700099;233
BL;700099;238
BL;700099;266
BL;700099;289
BL;700099;295
BL;700099;310
BL;700099;315
BL;700099;319
BL;700099;357
BL;700099;368
BL;700099;384
BL;700099;417
BL;700099;418
BL;700099;425
BL;700099;426
BL;700099;429
BL;700099;438
BL;700099;440
BL;700099;441
BL;800123;16
BL;800123;22
BL;800123;30
BL;800123;69
BL;800123;112
BL;800123;128
BL;800123;141
BL;800123;162
BL;800123;172
BL;800123;175
BL;800123;190
BL;800123;231
BL;800123;253
BL;800123;292
BL;800123;295
BL;800123;300
BL;800123;344
BL;800123;362
BL;800123;373
BL;800123;379
BL;800123;380
BL;800123;387
BL;800123;389
BL;800123;398
BL;800123;399
BL;800123;410
BL;900149;29
BL;900149;56
BL;900149;79
BL;900149;83
BL;900149;92
BL;900149;114
BL;900149;171
BL;900149;195
BL;900149;230
BL;900149;269
BL;900149;284
BL;900149;291
BL;900149;298
BL;900149;328
BL;900149;342
BL;900149;350
BL;900149;376
BL;900149;382
BL;900149;392
BL;900149;412
BL;900149;426
BL;900149;428
BL-45;100003;5
BL-45;100003;22
BL-45;100003;31
BL-45;100003;40
BL-45;100003;43
BL-45;100003;51
BL-45;100003;78
BL-45;100003;92
BL-45;100003;93
BL-45;100003;129
BL-45;100003;137
BL-45;100003;141
BL-45;100003;181
BL-45;100003;187
BL-45;100003;198
BL-45;100003;199
BL-45;100003;203
BL-45;100003;218
BL-45;100003;223
BL-45;100003;247
BL-45;100003;260
BL-45;100003;262
BL-45;100003;271
BL-45;100003;321
BL-45;100003;325
BL-45;100003;328
BL-45;1000193;7
BL-45;1000193;19
BL-45;1000193;26
BL-45;1000193;46
BL-45;1000193;73
BL-45;1000193;75
BL-45;1000193;88
BL-45;1000193;105
BL-45;1000193;115
BL-45;1000193;120
BL-45;1000193;129
BL-45;1000193;135
BL-45;1000193;163
BL-45;1000193;164
BL-45;1000193;165
BL-45;1000193;178
BL-45;1000193;184
BL-45;1000193;204
BL-45;1000193;207
BL-45;1000193;217
BL-45;1000193;221
BL-45;1000193;226
BL-45;1000193;242
BL-45;1000193;256
BL-45;1000193;266
BL-45;1000193;275
BL-45;1000193;281
BL-45;1100211;1
BL-45;1100211;15
BL-45;1100211;50
BL-45;1100211;52
BL-45;1100211;86
BL-45;1100211;97
