CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb
110;FALSE;FALSE;as;1;0.49;0.13;0.47;58;NA;NA;NA;19;1
111;FALSE;FALSE;acs;0;1.74;2.63;0.72;34;0.04;NA;NA;NA;NA
112;FALSE;FALSE;mmas;2;4.24;7.63;0.23;82;NA;NA;NA;8;1
113;FALSE;FALSE;mmas;3;3.14;4.19;0.44;25;NA;NA;NA;15;1
114;FALSE;FALSE;acs;1;0.64;9.19;0.94;73;0.51;NA;NA;38;0
115;FALSE;FALSE;as;0;1.89;6.69;0.2;49;NA;NA;NA;NA;NA
116;FALSE;FALSE;eas;2;4.39;1.69;0.69;97;NA;NA;523;49;0
117;FALSE;FALSE;ras;0;2.52;0.44;0.57;61;NA;66;NA;NA;NA
118;FALSE;FALSE;as;2;0.02;5.44;0.07;13;NA;NA;NA;32;0
119;FALSE;FALSE;eas;1;3.77;2.94;0.32;37;NA;NA;617;44;0
120;FALSE;FALSE;acs;3;1.27;7.94;0.82;85;0.13;NA;NA;21;1
121;FALSE;FALSE;acs;0;4.08;6.06;0.38;91;0.94;NA;NA;NA;NA
122;FALSE;FALSE;eas;2;1.58;1.06;0.88;43;NA;NA;383;23;0
123;FALSE;FALSE;ras;3;0.33;3.56;0.13;67;NA;97;NA;35;1
124;FALSE;FALSE;mmas;1;2.83;8.56;0.63;19;NA;NA;NA;12;0
125;FALSE;FALSE;mmas;0;0.96;2.31;0.75;7;NA;NA;NA;NA;NA
126;FALSE;FALSE;acs;2;3.46;7.31;0.26;55;0.32;NA;NA;6;0
127;FALSE;FALSE;as;3;4.71;9.81;0.51;31;NA;NA;NA;41;1
128;FALSE;FALSE;ras;1;2.21;4.81;0.01;79;NA;35;NA;18;0
129;FALSE;FALSE;as;3;2.03;1.1;0.76;62;NA;NA;NA;6;1
130;FALSE;FALSE;eas;1;4.53;6.1;0.26;14;NA;NA;210;29;0
131;FALSE;FALSE;mmas;0;3.28;8.6;0.51;86;NA;NA;NA;NA;NA
132;FALSE;FALSE;acs;2;0.78;3.6;0.01;38;0.15;NA;NA;40;0
133;FALSE;FALSE;ras;3;2.66;7.35;0.39;50;NA;95;NA;23;1
134;FALSE;FALSE;mmas;1;0.16;2.35;0.88;98;NA;NA;NA;46;0
135;FALSE;FALSE;acs;0;1.41;4.85;0.14;26;0.53;NA;NA;NA;NA
136;FALSE;FALSE;eas;2;3.91;9.85;0.63;74;NA;NA;116;34;0
137;FALSE;FALSE;eas;1;1.72;6.73;0.08;56;NA;NA;351;9;0
138;TRUE;FALSE;acs;3;4.22;1.73;0.57;8;0.34;NA;NA;32;1
139;FALSE;FALSE;ras;0;0.47;9.23;0.82;32;NA;63;NA;NA;NA
140;FALSE;FALSE;as;2;2.97;4.23;0.32;80;NA;NA;NA;20;0
141;FALSE;FALSE;as;0;4.84;2.98;0.45;68;NA;NA;NA;NA;NA
142;FALSE;FALSE;eas;2;2.34;7.98;0.94;20;NA;NA;69;14;0
143;FALSE;FALSE;mmas;3;1.09;5.48;0.2;92;NA;NA;NA;49;1
144;FALSE;FALSE;ras;1;3.59;0.48;0.7;44;NA;26;NA;26;0
145;FALSE;FALSE;eas;0;2.81;2.04;0.05;89;NA;NA;186;NA;NA
146;FALSE;FALSE;as;2;0.31;7.04;0.54;41;NA;NA;NA;13;1
147;FALSE;FALSE;ras;3;1.56;9.54;0.29;65;NA;79;NA;47;0
148;FALSE;FALSE;mmas;1;4.06;4.54;0.79;17;NA;NA;NA;24;1
149;FALSE;FALSE;acs;1;0.94;8.29;0.42;77;0.06;NA;NA;7;1
150;FALSE;FALSE;mmas;3;3.44;3.29;0.91;29;NA;NA;NA;30;0
151;FALSE;FALSE;as;0;2.19;5.79;0.66;5;NA;NA;NA;NA;NA
152;FALSE;FALSE;ras;2;4.69;0.79;0.17;53;NA;17;NA;19;1
153;FALSE;FALSE;acs;0;3.75;6.41;0.97;59;0.5;NA;NA;NA;NA
154;FALSE;FALSE;mmas;2;1.25;1.41;0.48;11;NA;NA;NA;44;1
155;FALSE;FALSE;eas;3;0;3.91;0.73;83;NA;NA;327;10;0
156;FALSE;FALSE;as;1;2.5;8.91;0.23;35;NA;NA;NA;33;1
157;FALSE;FALSE;as;3;4.38;7.66;0.11;23;NA;NA;NA;27;0
158;FALSE;FALSE;ras;1;1.88;2.66;0.6;71;NA;48;NA;50;1
159;FALSE;FALSE;acs;2;3.13;5.16;0.85;95;0.87;NA;NA;39;1
160;FALSE;FALSE;eas;0;0.63;0.16;0.35;47;NA;NA;46;NA;NA
161;FALSE;FALSE;ras;2;1.17;1.88;0.28;60;NA;37;NA;24;1
162;FALSE;FALSE;mmas;0;3.67;6.88;0.77;12;NA;NA;NA;NA;NA
163;FALSE;FALSE;eas;3;2.42;4.38;0.53;36;NA;NA;644;35;0
164;FALSE;FALSE;acs;1;4.92;9.38;0.03;84;0.29;NA;NA;12;1
165;FALSE;FALSE;mmas;1;0.55;3.13;0.65;24;NA;NA;NA;18;1
166;FALSE;FALSE;acs;3;3.05;8.13;0.15;72;0.92;NA;NA;41;0
167;FALSE;FALSE;as;2;4.3;5.63;0.9;48;NA;NA;NA;6;1
168;FALSE;FALSE;eas;0;1.8;0.63;0.4;96;NA;NA;550;NA;NA
169;FALSE;FALSE;ras;1;3.36;3.76;0.96;66;NA;6;NA;44;1
170;FALSE;FALSE;as;3;0.86;8.76;0.46;18;NA;NA;NA;21;0
171;FALSE;FALSE;mmas;0;4.61;1.26;0.22;42;NA;NA;NA;NA;NA
172;FALSE;FALSE;acs;2;2.11;6.26;0.71;90;0.6;NA;NA;32;1
173;FALSE;FALSE;ras;0;0.23;5.01;0.59;54;NA;93;NA;NA;NA
174;FALSE;FALSE;mmas;2;2.73;0.01;0.09;6;NA;NA;NA;50;1
175;FALSE;FALSE;eas;3;3.98;2.51;0.83;78;NA;NA;690;15;0
176;FALSE;FALSE;as;1;1.48;7.51;0.34;30;NA;NA;NA;38;1
177;FALSE;FALSE;acs;1;2.27;1.57;0.87;51;0.7;NA;NA;19;0
178;FALSE;FALSE;mmas;3;4.77;6.57;0.37;99;NA;NA;NA;42;1
179;FALSE;FALSE;ras;2;3.52;9.07;0.62;27;NA;46;NA;8;0
180;FALSE;FALSE;as;0;1.02;4.07;0.12;75;NA;NA;NA;NA;NA
181;FALSE;FALSE;eas;1;2.89;5.32;0.49;63;NA;NA;714;14;0
182;FALSE;FALSE;acs;3;0.39;0.32;0.99;15;0.07;NA;NA;37;1
183;FALSE;FALSE;mmas;2;1.64;2.82;0.25;87;NA;NA;NA;25;0
184;FALSE;FALSE;mmas;0;4.65;8.31;0.71;43;NA;NA;NA;NA;NA
185;FALSE;FALSE;ras;2;3.45;3.98;0.02;43;NA;60;NA;13;0
186;FALSE;FALSE;ras;3;3.63;4.77;0.98;45;NA;68;NA;33;1
187;FALSE;FALSE;ras;3;2.22;1.28;0.39;47;NA;23;NA;7;0
188;FALSE;FALSE;ras;0;3.06;1.85;0.06;28;NA;96;NA;NA;NA
189;FALSE;FALSE;mmas;2;2.03;0.79;0.06;52;NA;NA;NA;29;1
190;FALSE;FALSE;mmas;3;3.45;2.35;0.05;33;NA;NA;NA;24;1
191;FALSE;FALSE;ras;0;1.73;2.96;0.86;48;NA;16;NA;NA;NA
192;FALSE;FALSE;as;1;2.15;3.36;0.57;32;NA;NA;NA;39;1
193;FALSE;FALSE;eas;3;0.17;0.43;0.47;50;NA;NA;458;7;0
194;FALSE;FALSE;mmas;2;0.66;2.62;0.43;60;NA;NA;NA;14;0
195;TRUE;FALSE;mmas;3;4.22;8.31;0.24;47;NA;NA;NA;25;1
196;FALSE;FALSE;eas;0;1.32;2.38;0.31;41;NA;NA;689;NA;NA
197;FALSE;FALSE;acs;1;0.1;7.03;0.85;44;0.3;NA;NA;48;0
198;FALSE;FALSE;eas;3;3.6;4.27;0.62;29;NA;NA;408;32;1
199;FALSE;FALSE;mmas;1;3.65;3.05;0.64;42;NA;NA;NA;8;0
200;FALSE;FALSE;mmas;3;4.84;5.92;0.22;47;NA;NA;NA;40;0
201;FALSE;FALSE;eas;0;3.08;0.59;0.65;41;NA;NA;677;NA;NA
202;FALSE;FALSE;mmas;0;2.72;5.41;0.2;5;NA;NA;NA;NA;NA
203;FALSE;FALSE;as;3;3.92;2.84;0.41;38;NA;NA;NA;26;1
204;FALSE;FALSE;eas;2;4.11;3.74;0.61;14;NA;NA;743;44;1
205;FALSE;FALSE;acs;3;4.56;5.64;0.32;19;0.29;NA;NA;39;1
206;FALSE;FALSE;acs;2;3.34;9.89;0.29;52;0.04;NA;NA;26;0
207;FALSE;FALSE;as;3;3.61;8.61;0.1;13;NA;NA;NA;16;0
208;FALSE;FALSE;ras;3;1.76;6.71;0.72;56;NA;77;NA;25;0
209;FALSE;FALSE;eas;0;4.69;8.8;0.43;21;NA;NA;698;NA;NA
210;FALSE;FALSE;ras;1;4.88;7.8;0.45;53;NA;42;NA;46;1
211;FALSE;FALSE;mmas;0;0.6;7.55;0.14;13;NA;NA;NA;NA;NA
212;FALSE;FALSE;acs;2;3.82;6.11;0.17;44;0.13;NA;NA;37;0
213;FALSE;FALSE;ras;3;1.23;3.42;0.97;6;NA;48;NA;30;1
214;FALSE;FALSE;as;0;1.22;3.43;0.51;19;NA;NA;NA;NA;NA
215;FALSE;FALSE;ras;3;3.18;0.99;0.8;54;NA;30;NA;26;0
216;FALSE;FALSE;acs;2;3.35;0.64;0.93;32;0.32;NA;NA;48;0
217;FALSE;FALSE;acs;3;4.83;3.41;0.08;70;0.03;NA;NA;21;0
218;FALSE;FALSE;eas;0;1.77;1.15;0.34;34;NA;NA;500;NA;NA
219;FALSE;FALSE;as;1;1.53;3.15;0.21;43;NA;NA;NA;26;0
220;FALSE;FALSE;as;0;2.03;5.24;0.79;18;NA;NA;NA;NA;NA
221;FALSE;FALSE;acs;0;2.48;2.05;0.65;23;0.69;NA;NA;NA;NA
222;FALSE;FALSE;acs;1;4.88;7.5;0.43;30;0.31;NA;NA;23;0
223;TRUE;FALSE;acs;3;2.52;5.97;0.74;23;0.09;NA;NA;14;1
224;FALSE;FALSE;as;0;2.48;5.08;0.57;12;NA;NA;NA;NA;NA
225;FALSE;FALSE;ras;2;2.98;8.06;0.12;46;NA;98;NA;21;0
226;FALSE;FALSE;mmas;1;3.27;0.62;0.53;32;NA;NA;NA;33;1
227;FALSE;FALSE;ras;3;4.61;8.41;0.11;52;NA;76;NA;19;1
228;FALSE;FALSE;mmas;1;4.53;5.75;0.06;60;NA;NA;NA;11;1
229;FALSE;FALSE;as;1;2.6;3.27;0.82;16;NA;NA;NA;32;0
230;FALSE;FALSE;as;2;4.69;4.33;0.21;37;NA;NA;NA;32;1
231;FALSE;FALSE;acs;3;4.43;0.69;0.41;17;0.6;NA;NA;48;0
232;FALSE;FALSE;eas;1;2.51;0.23;0.99;29;NA;NA;301;23;1
233;FALSE;FALSE;eas;1;2.57;3.21;0.03;26;NA;NA;495;48;0
234;FALSE;FALSE;mmas;3;4.76;4.62;0.12;67;NA;NA;NA;7;0
235;FALSE;FALSE;ras;0;2.51;6.66;0.31;79;NA;57;NA;NA;NA
236;FALSE;FALSE;acs;1;4.03;2.81;0.39;9;0.86;NA;NA;6;0
237;FALSE;FALSE;eas;3;3.06;7.61;0.66;36;NA;NA;597;39;0
238;FALSE;FALSE;eas;3;3.74;8.85;0.43;93;NA;NA;519;9;0
239;FALSE;FALSE;mmas;1;1.08;8.77;0.26;55;NA;NA;NA;16;1
240;FALSE;FALSE;ras;0;3.62;4.39;0.21;45;NA;7;NA;NA;NA
241;FALSE;FALSE;mmas;3;3.53;3.37;0.75;29;NA;NA;NA;31;0
242;FALSE;FALSE;mmas;3;4.85;5.13;0.45;31;NA;NA;NA;25;1
243;FALSE;FALSE;mmas;2;4.43;4.99;0.2;55;NA;NA;NA;14;1
244;FALSE;FALSE;mmas;0;1.47;1.64;0.77;8;NA;NA;NA;NA;NA
245;FALSE;FALSE;mmas;3;1.81;0.46;0.41;82;NA;NA;NA;13;1
246;FALSE;FALSE;ras;3;1.65;2.44;0.42;51;NA;89;NA;42;0
247;FALSE;FALSE;acs;1;3.33;0.46;0.05;34;0.3;NA;NA;31;1
248;FALSE;FALSE;eas;3;2.72;5.83;0.1;55;NA;NA;249;12;0
249;FALSE;FALSE;mmas;0;3.51;3.91;0.52;68;NA;NA;NA;NA;NA
250;FALSE;FALSE;mmas;0;0.96;2.56;0.72;17;NA;NA;NA;NA;NA
251;FALSE;FALSE;ras;3;0.62;2.69;0.56;21;NA;4;NA;42;0
252;FALSE;FALSE;eas;0;3.1;6.31;0.4;12;NA;NA;412;NA;NA
253;FALSE;FALSE;as;0;2.66;3.61;0.69;27;NA;NA;NA;NA;NA
254;FALSE;FALSE;ras;3;4.27;2.5;0.06;47;NA;64;NA;38;1
255;FALSE;FALSE;acs;0;4.95;2.83;0.24;46;0.16;NA;NA;NA;NA
256;FALSE;FALSE;as;0;2.34;3.85;0.97;10;NA;NA;NA;NA;NA
257;FALSE;FALSE;eas;3;1.66;3.49;0.34;18;NA;NA;733;11;1
258;FALSE;FALSE;as;3;2.45;1.45;0.48;33;NA;NA;NA;29;1
259;FALSE;FALSE;ras;3;2.59;5.01;0.2;35;NA;93;NA;12;1
260;FALSE;FALSE;mmas;0;1.15;1.36;0.95;11;NA;NA;NA;NA;NA
261;FALSE;FALSE;mmas;3;4.69;3.42;0.17;30;NA;NA;NA;19;1
262;FALSE;FALSE;ras;3;4.05;9.53;0.25;40;NA;95;NA;39;0
263;FALSE;FALSE;acs;2;1.8;1.92;0.86;39;0.77;NA;NA;18;0
264;FALSE;FALSE;mmas;1;1.43;2.53;0.56;26;NA;NA;NA;10;1
265;FALSE;FALSE;ras;1;3.89;1.28;0.55;9;NA;50;NA;47;0
266;FALSE;FALSE;eas;3;4.56;3.24;0.68;10;NA;NA;432;25;0
267;FALSE;FALSE;acs;3;3.54;4.61;0.65;53;0.12;NA;NA;20;0
268;FALSE;FALSE;as;2;3.92;2.63;0.19;90;NA;NA;NA;32;1
269;FALSE;FALSE;acs;2;1.52;5.64;0.71;52;0.85;NA;NA;32;1
270;FALSE;FALSE;ras;3;4.71;0.24;0.57;63;NA;27;NA;35;0
271;FALSE;FALSE;acs;2;0.67;1.08;0.72;19;0.86;NA;NA;36;1
272;FALSE;FALSE;ras;0;1.75;0.24;0.44;5;NA;19;NA;NA;NA
273;FALSE;FALSE;mmas;3;3.93;8.95;0.37;19;NA;NA;NA;26;0
274;FALSE;FALSE;eas;0;3.61;1.61;0.7;8;NA;NA;48;NA;NA
275;FALSE;FALSE;acs;0;3.29;3.41;0.09;59;0.04;NA;NA;NA;NA
276;FALSE;FALSE;acs;1;4.61;7.48;0.18;48;0.12;NA;NA;41;0
277;FALSE;FALSE;mmas;1;2.11;1.59;0.54;53;NA;NA;NA;44;0
278;TRUE;FALSE;acs;3;4.94;0.57;0.39;17;0.44;NA;NA;15;1
279;FALSE;FALSE;acs;0;4.36;5.09;0.91;7;0.49;NA;NA;NA;NA
280;FALSE;FALSE;ras;1;3.92;9.16;0.07;37;NA;60;NA;26;0
281;FALSE;FALSE;eas;1;2.62;2.03;0.72;33;NA;NA;668;40;1
282;FALSE;FALSE;ras;1;1.78;0.79;0.03;14;NA;93;NA;19;1
283;FALSE;FALSE;eas;2;2.08;8.38;0.45;5;NA;NA;526;17;0
284;FALSE;FALSE;acs;1;2.27;8.74;0.01;43;0.55;NA;NA;16;0
285;FALSE;FALSE;mmas;0;0.86;4.17;0.24;37;NA;NA;NA;NA;NA
286;FALSE;FALSE;ras;1;3.81;8.73;0.53;67;NA;75;NA;18;0
287;FALSE;FALSE;ras;1;3.87;4.36;0.1;15;NA;59;NA;23;0
288;FALSE;FALSE;eas;0;1.5;0.79;0.43;22;NA;NA;132;NA;NA
289;FALSE;FALSE;mmas;3;1.63;7.92;0.45;16;NA;NA;NA;5;1
290;FALSE;FALSE;as;3;2.58;2.8;0.46;51;NA;NA;NA;27;1
291;FALSE;FALSE;eas;0;4.34;1.94;0.49;37;NA;NA;337;NA;NA
292;FALSE;FALSE;as;3;1.46;1.91;0.15;12;NA;NA;NA;7;0
293;FALSE;FALSE;mmas;3;1.02;4.02;0.3;21;NA;NA;NA;13;0
294;FALSE;FALSE;acs;0;2.75;3.55;0.81;44;0.73;NA;NA;NA;NA
295;FALSE;FALSE;acs;3;2.82;7.06;0.52;22;0.29;NA;NA;18;0
296;FALSE;FALSE;ras;2;0.56;2.22;0.97;64;NA;95;NA;38;0
297;FALSE;FALSE;eas;3;2.87;5.99;0.03;38;NA;NA;153;13;0
298;FALSE;FALSE;acs;2;1.53;7.85;0.83;22;0.17;NA;NA;19;0
299;FALSE;FALSE;acs;0;2.67;5.16;0.96;58;0.56;NA;NA;NA;NA
300;FALSE;FALSE;acs;1;0.27;1.74;0.99;49;0.54;NA;NA;30;0
301;FALSE;FALSE;as;3;3.67;4.35;0.43;62;NA;NA;NA;6;1
302;FALSE;FALSE;mmas;3;3;5.87;0.74;40;NA;NA;NA;36;1
303;FALSE;FALSE;acs;3;0.74;5.95;0.35;22;0.69;NA;NA;29;0
304;FALSE;FALSE;ras;3;3.76;2.24;0.16;53;NA;24;NA;41;0
305;TRUE;FALSE;acs;3;4.82;6.78;0.44;55;0.37;NA;NA;23;1
306;FALSE;FALSE;mmas;1;4.34;5.94;0.5;21;NA;NA;NA;8;0
307;FALSE;FALSE;ras;2;2.1;2.42;0.23;22;NA;31;NA;19;1
308;FALSE;FALSE;acs;0;4.52;9.84;0.57;52;0.01;NA;NA;NA;NA
309;FALSE;FALSE;as;3;2.81;4.42;0.25;12;NA;NA;NA;15;1
310;FALSE;FALSE;ras;3;1.95;1.69;0.3;8;NA;7;NA;39;1
311;FALSE;FALSE;acs;2;3.03;9.71;0.72;36;0.76;NA;NA;19;1
312;FALSE;FALSE;acs;0;4.65;0.32;0.41;65;0.5;NA;NA;NA;NA
