CONFIG_ID;IS_ELITE;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb
76;FALSE;acs;3;0.6;2.07;0.2;35;0.82;NA;NA;11;1
77;FALSE;acs;1;2.47;0.82;0.08;23;0.45;NA;NA;39;0
78;FALSE;mmas;3;4.97;5.82;0.57;71;NA;NA;NA;16;1
79;FALSE;eas;2;3.72;8.32;0.33;47;NA;NA;67;28;0
80;FALSE;as;0;1.22;3.32;0.82;95;NA;NA;NA;NA;NA
81;FALSE;acs;0;0.13;7.38;0.36;80;0.98;NA;NA;NA;NA
82;FALSE;mmas;2;2.63;2.38;0.85;32;NA;NA;NA;24;1
83;FALSE;as;1;1.38;9.88;0.6;8;NA;NA;NA;12;1
84;FALSE;eas;3;3.88;4.88;0.11;56;NA;NA;325;35;0
85;FALSE;as;3;0.75;8.63;0.73;44;NA;NA;NA;41;0
86;FALSE;ras;1;3.25;3.63;0.23;92;NA;63;NA;18;1
87;FALSE;eas;0;4.5;1.13;0.98;20;NA;NA;43;NA;NA
88;FALSE;acs;2;2;6.13;0.48;68;0.36;NA;NA;6;1
89;FALSE;mmas;1;0.44;4.26;0.42;50;NA;NA;NA;44;1
90;FALSE;acs;3;2.94;9.26;0.91;98;0.17;NA;NA;21;0
91;FALSE;as;2;4.19;6.76;0.17;26;NA;NA;NA;32;1
92;FALSE;acs;1;4.97;7.13;0.51;57;0.55;NA;NA;25;0
93;FALSE;as;1;4.3;8.04;0.46;52;NA;NA;NA;17;1
94;FALSE;eas;2;4.95;5.1;0.67;24;NA;NA;105;15;1
95;FALSE;as;2;3.62;8.46;0.64;37;NA;NA;NA;34;0
96;FALSE;ras;2;0.77;7.15;0.91;41;NA;40;NA;25;1
97;FALSE;ras;2;0.29;0.98;0.88;26;NA;92;NA;33;0
98;FALSE;eas;1;2.88;7.56;0.44;45;NA;NA;431;27;0
99;FALSE;ras;2;2.42;2.15;0.29;9;NA;26;NA;24;0
100;FALSE;acs;1;0.73;7.19;0.64;47;0.09;NA;NA;19;0
101;FALSE;as;2;1.26;3.97;0.71;5;NA;NA;NA;41;1
102;FALSE;ras;2;3.58;8.5;0.76;58;NA;15;NA;11;1
103;FALSE;as;1;4.82;7.91;0.84;74;NA;NA;NA;16;0
104;FALSE;ras;2;0.39;9.72;0.76;17;NA;87;NA;47;1
105;FALSE;mmas;3;4.58;4.01;0.91;87;NA;NA;NA;8;0
106;FALSE;ras;1;3.72;3.37;0.98;71;NA;91;NA;12;0
107;FALSE;mmas;0;3.91;7.73;0.79;73;NA;NA;NA;NA;NA
108;FALSE;eas;2;3.93;2.01;0.64;100;NA;NA;687;18;1
109;FALSE;as;3;2.45;1.21;0.82;35;NA;NA;NA;26;1
110;FALSE;mmas;1;4.1;9.48;0.44;27;NA;NA;NA;15;0
111;FALSE;mmas;2;1.01;4.96;0.44;12;NA;NA;NA;29;0
112;FALSE;as;2;3.48;4.26;0.65;37;NA;NA;NA;11;0
113;FALSE;as;2;3.19;4.52;0.26;40;NA;NA;NA;49;1
114;FALSE;as;3;3.31;5.38;0.91;76;NA;NA;NA;17;0
115;FALSE;mmas;3;1.24;0.48;0.72;13;NA;NA;NA;34;0
116;FALSE;acs;3;2.11;2.6;0.9;93;0.57;NA;NA;15;0
117;FALSE;ras;3;2.99;6.14;0.18;41;NA;34;NA;30;0
118;FALSE;eas;2;1.32;1.19;0.66;12;NA;NA;309;43;1
119;FALSE;eas;3;2.77;8.36;0.36;44;NA;NA;8;10;0
120;FALSE;mmas;3;0.19;6.58;0.9;27;NA;NA;NA;42;0
121;FALSE;eas;1;1.15;3.38;0.05;47;NA;NA;556;47;1
122;FALSE;acs;3;2.46;1.4;0.51;93;0.98;NA;NA;6;0
123;TRUE;acs;3;2.48;6.04;0.8;10;0.17;NA;NA;15;1
124;FALSE;ras;1;2.87;1.07;0.83;35;NA;25;NA;11;0
125;FALSE;mmas;3;0.73;1.4;0.86;97;NA;NA;NA;7;0
126;FALSE;as;3;2.44;6.15;0.65;92;NA;NA;NA;5;1
127;FALSE;acs;0;4.79;5.52;0.45;47;0.84;NA;NA;NA;NA
128;FALSE;acs;1;2.49;2.01;0.4;42;0.54;NA;NA;12;1
129;FALSE;acs;0;0.1;6.4;0.09;74;0.22;NA;NA;NA;NA
130;FALSE;mmas;1;3.32;5.14;0.83;53;NA;NA;NA;17;0
131;FALSE;eas;1;3.08;3.18;0.87;18;NA;NA;26;12;0
132;FALSE;acs;0;2.8;1.57;0.61;76;0.13;NA;NA;NA;NA
133;FALSE;mmas;1;0.17;3.07;0.11;8;NA;NA;NA;37;1
134;FALSE;acs;1;1.66;3.69;0.9;58;0.6;NA;NA;18;1
135;FALSE;ras;3;2.64;6.45;0.78;90;NA;68;NA;41;1
136;FALSE;acs;1;1.94;2.31;0.55;28;0.2;NA;NA;16;1
137;FALSE;ras;0;4.98;3.18;0.89;94;NA;39;NA;NA;NA
138;FALSE;as;3;4.9;3.81;0.84;32;NA;NA;NA;24;0
139;FALSE;acs;1;2.51;7.85;0.61;49;0.91;NA;NA;5;1
140;FALSE;mmas;2;4.8;4.93;0.45;54;NA;NA;NA;17;0
141;FALSE;as;0;4.31;9.57;0.79;62;NA;NA;NA;NA;NA
142;FALSE;acs;3;2.8;3.84;0.2;85;0.89;NA;NA;9;0
143;FALSE;as;1;4.66;4.24;0.76;81;NA;NA;NA;18;0
144;FALSE;ras;3;2.82;9.39;0.81;86;NA;43;NA;8;0
145;FALSE;eas;3;1.3;5.23;0.83;93;NA;NA;400;20;1
146;FALSE;eas;1;4.93;2.62;0.55;25;NA;NA;672;9;0
147;FALSE;as;2;0.66;9.13;0.88;20;NA;NA;NA;49;0
148;FALSE;as;1;4.68;0.74;0.95;98;NA;NA;NA;6;0
149;FALSE;acs;2;3.06;6.03;0.43;43;0.35;NA;NA;14;0
150;FALSE;as;3;2.96;5.18;0.59;99;NA;NA;NA;24;1
151;FALSE;mmas;1;2.71;2.27;0.88;8;NA;NA;NA;45;0
152;FALSE;eas;1;2.89;5.88;0.23;85;NA;NA;640;17;0
153;FALSE;acs;2;2.77;7.13;0.35;68;0.66;NA;NA;45;0
154;FALSE;acs;2;4.44;4.3;0.89;26;0.49;NA;NA;11;0
155;FALSE;acs;0;4.11;5.64;0.22;100;0.82;NA;NA;NA;NA
156;FALSE;acs;1;3.72;8.67;0.66;10;0.51;NA;NA;8;0
157;FALSE;acs;1;4.39;2.66;0.65;100;0.72;NA;NA;6;0
158;FALSE;eas;2;3.03;6.4;0.91;30;NA;NA;185;8;0
159;FALSE;as;2;2.77;9.58;0.52;53;NA;NA;NA;27;0
160;FALSE;acs;2;4.91;5.62;0.5;33;0.63;NA;NA;29;1
161;FALSE;mmas;0;2.67;1.51;0.91;91;NA;NA;NA;NA;NA
162;FALSE;mmas;3;2.77;4.71;0.81;99;NA;NA;NA;23;0
163;FALSE;as;0;3.52;5.6;0.76;66;NA;NA;NA;NA;NA
164;FALSE;mmas;3;2.8;7.08;0.13;23;NA;NA;NA;19;0
165;FALSE;ras;2;4.48;9.01;0.33;51;NA;80;NA;17;1
166;FALSE;mmas;0;3.36;1.41;0.11;16;NA;NA;NA;NA;NA
167;FALSE;ras;3;1.57;5.33;0.46;100;NA;60;NA;7;1
168;FALSE;eas;1;2.73;5;0.28;36;NA;NA;736;19;0
169;FALSE;eas;1;2.25;8.83;0.71;25;NA;NA;495;24;0
170;FALSE;acs;0;1.68;6.84;0.65;26;0.3;NA;NA;NA;NA
171;FALSE;mmas;0;3.11;5.35;0.53;30;NA;NA;NA;NA;NA
172;FALSE;acs;3;4.83;2.45;0.9;90;0.66;NA;NA;17;1
173;FALSE;acs;3;2.86;0.94;0.74;69;0.93;NA;NA;6;0
174;FALSE;acs;3;3.24;6.15;0.46;42;0.13;NA;NA;11;1
175;FALSE;as;1;1.76;9.98;0.9;27;NA;NA;NA;29;1
176;FALSE;ras;3;2.62;3.92;1;66;NA;20;NA;27;0
177;FALSE;mmas;3;3.37;6.97;0.6;39;NA;NA;NA;19;1
178;FALSE;mmas;3;2.39;3.33;0.88;11;NA;NA;NA;8;0
179;FALSE;acs;3;2.87;3.93;0.73;32;0.13;NA;NA;9;1
180;FALSE;acs;3;1.75;5.67;0.84;51;0.27;NA;NA;40;1
181;TRUE;acs;3;2.31;5.23;0.89;69;0.97;NA;NA;10;1
182;TRUE;acs;3;4.75;9.96;0.45;59;0.24;NA;NA;14;1
183;FALSE;as;0;1.61;9.77;0.78;10;NA;NA;NA;NA;NA
184;FALSE;mmas;3;1.33;4.55;0.54;13;NA;NA;NA;11;1
185;FALSE;acs;0;1.25;8.95;0.49;10;0.16;NA;NA;NA;NA
186;FALSE;acs;3;1.74;8.11;0.77;32;0.25;NA;NA;10;1
187;FALSE;acs;3;3.31;0.29;0.2;48;0.55;NA;NA;16;0
188;FALSE;acs;3;4.94;5.5;0.86;89;0.54;NA;NA;9;1
189;FALSE;eas;1;4.1;5.97;0.5;35;NA;NA;445;10;0
190;FALSE;eas;3;3.91;8.62;0.51;35;NA;NA;235;23;1
191;FALSE;eas;3;2.01;3.99;0.93;71;NA;NA;97;18;0
192;FALSE;acs;3;1.52;2.06;0.69;64;0.52;NA;NA;28;0
193;FALSE;acs;3;3.73;4.87;0.8;93;0.83;NA;NA;17;0
194;FALSE;eas;1;3.53;6.82;0.26;54;NA;NA;435;9;0
195;FALSE;acs;3;3.57;1.8;0.67;57;0.87;NA;NA;10;0
196;FALSE;mmas;0;3.9;3.06;0.91;67;NA;NA;NA;NA;NA
197;FALSE;eas;3;1.23;8.84;0.5;39;NA;NA;725;5;1
198;FALSE;acs;3;3.88;1.8;0.65;59;0.94;NA;NA;12;1
199;FALSE;as;3;3.37;2.4;0.59;41;NA;NA;NA;5;1
200;FALSE;acs;2;2.81;8.35;0.4;12;0.18;NA;NA;24;1
201;FALSE;acs;2;1.85;6.15;0.5;14;0.17;NA;NA;18;1
202;FALSE;as;3;3.26;2.97;0.93;88;NA;NA;NA;11;0
203;FALSE;acs;3;4.25;7.29;0.71;36;0.12;NA;NA;29;1
204;FALSE;acs;3;4.14;1.94;0.82;23;0.17;NA;NA;11;1
205;FALSE;acs;3;0.74;2.28;0.94;55;0.63;NA;NA;9;1
206;FALSE;as;3;4.93;2.1;0.71;27;NA;NA;NA;20;0
207;FALSE;eas;0;4.09;3.13;0.81;25;NA;NA;151;NA;NA
208;FALSE;acs;3;4.04;1.85;0.73;97;0.75;NA;NA;20;1
209;FALSE;eas;3;0.36;4.62;0.45;17;NA;NA;246;19;1
210;FALSE;acs;1;3.77;6.28;0.41;61;0.35;NA;NA;13;1
211;FALSE;as;3;1.59;2.92;0.8;98;NA;NA;NA;12;0
212;FALSE;acs;3;4.31;2.08;0.9;97;0.8;NA;NA;5;0
213;FALSE;acs;3;4.2;4.2;0.98;98;0.5;NA;NA;17;0
214;FALSE;acs;3;0.86;6.72;0.74;28;0.59;NA;NA;16;1
215;FALSE;acs;1;2.11;6.87;0.79;35;0.41;NA;NA;16;1
216;FALSE;acs;3;1.47;2.4;0.86;48;0.04;NA;NA;15;0
217;FALSE;ras;3;3.5;9.4;0.81;51;NA;76;NA;8;1
218;FALSE;acs;2;2.34;4.79;0.87;7;0.29;NA;NA;31;1
219;FALSE;eas;2;0.94;6.61;0.66;44;NA;NA;598;22;1
220;FALSE;acs;3;4.23;3.11;0.9;32;0.92;NA;NA;5;0
221;FALSE;as;3;2.34;1.43;0.9;96;NA;NA;NA;8;1
222;FALSE;acs;1;2.33;8.11;0.95;25;0.67;NA;NA;23;0
223;FALSE;ras;3;0.78;7.12;0.68;42;NA;19;NA;15;0
224;FALSE;acs;1;3.62;8.23;0.42;36;0.27;NA;NA;22;0
225;FALSE;acs;1;0.61;4.79;0.89;20;0.4;NA;NA;23;1
226;FALSE;acs;3;0.11;6.52;0.97;29;0.03;NA;NA;25;1
227;FALSE;acs;2;3.81;5.63;0.83;84;0.89;NA;NA;5;1
228;FALSE;acs;3;3.98;7.76;0.39;17;0.08;NA;NA;18;1
229;FALSE;as;3;4.27;0.32;0.87;99;NA;NA;NA;16;1
230;FALSE;acs;0;2.18;1.47;0.91;69;0.87;NA;NA;NA;NA
231;FALSE;ras;3;4.83;6.08;0.54;41;NA;57;NA;23;1
232;FALSE;mmas;3;3.69;6.41;0.99;14;NA;NA;NA;21;1
233;FALSE;mmas;3;0.83;7.61;0.96;10;NA;NA;NA;18;1
234;FALSE;acs;3;1.86;5.17;0.86;92;0.93;NA;NA;24;0
235;FALSE;acs;3;3.37;3.9;0.55;66;1;NA;NA;12;0
236;FALSE;acs;3;4.13;6.24;0.66;38;0.3;NA;NA;26;0
237;FALSE;mmas;3;3.56;5.07;0.49;93;NA;NA;NA;17;0
238;FALSE;as;3;2.15;6.37;0.9;23;NA;NA;NA;33;1
239;FALSE;mmas;3;4.7;5.19;0.27;60;NA;NA;NA;16;1
240;FALSE;as;3;2.82;6.42;0.78;6;NA;NA;NA;22;1
241;FALSE;acs;3;2.73;9.94;0.25;29;0.67;NA;NA;11;1
242;FALSE;ras;3;1.83;6.72;0.68;6;NA;66;NA;11;1
243;FALSE;acs;2;1.52;1.64;0.92;98;0.77;NA;NA;21;0
244;FALSE;as;3;0.55;6.47;0.94;33;NA;NA;NA;16;1
245;FALSE;acs;3;1.57;1.08;0.86;93;0.47;NA;NA;12;1
246;FALSE;acs;3;4.38;3.79;0.88;68;0.08;NA;NA;13;1
247;FALSE;ras;1;3.18;6.35;0.91;18;NA;92;NA;5;0
248;FALSE;acs;3;4.06;5.95;0.6;40;0.67;NA;NA;18;1
249;FALSE;acs;3;2.85;7.18;0.75;56;0.97;NA;NA;20;1
250;FALSE;acs;3;1.43;3.79;0.84;78;0.81;NA;NA;15;1
251;FALSE;acs;3;3.29;8.88;0.5;47;0.26;NA;NA;28;1
252;FALSE;acs;1;1.59;5.28;0.7;81;0.84;NA;NA;17;1
253;FALSE;acs;1;1.73;5.46;0.83;68;0.91;NA;NA;19;0
254;FALSE;acs;2;4.02;8.77;0.15;55;0.25;NA;NA;13;1
255;FALSE;acs;3;2.85;5.92;0.98;82;0.88;NA;NA;22;0
256;FALSE;acs;3;2.74;5.41;1;76;0.94;NA;NA;8;1
257;FALSE;eas;3;4.96;8.02;0.75;62;NA;NA;329;11;1
258;FALSE;acs;1;4.9;9.37;0.73;57;0.27;NA;NA;17;1
259;FALSE;mmas;3;1.67;4.95;0.9;88;NA;NA;NA;24;1
260;FALSE;acs;1;4.36;9.18;0.66;78;0.38;NA;NA;14;1
261;FALSE;acs;3;2.31;6.67;0.77;54;0.75;NA;NA;9;0
262;FALSE;acs;3;4.17;7.66;0.42;42;0.6;NA;NA;21;1
263;FALSE;ras;3;4.48;7.78;0.29;57;NA;70;NA;18;1
264;FALSE;acs;1;1.86;5.8;0.91;80;0.87;NA;NA;22;1
265;TRUE;acs;3;3.62;9.16;0.47;59;0.18;NA;NA;13;1
266;FALSE;acs;3;1.57;5.82;0.61;55;0.79;NA;NA;6;1
267;FALSE;acs;3;4.34;9.3;0.78;64;0.21;NA;NA;11;0
268;FALSE;acs;3;4.39;9.9;0.57;69;0.3;NA;NA;16;1
269;FALSE;acs;3;4.89;8.36;0.29;60;0.33;NA;NA;20;0
270;FALSE;acs;3;2.49;5.61;0.97;64;0.85;NA;NA;21;1
271;FALSE;acs;3;4.23;8.92;0.34;69;0.38;NA;NA;14;1
272;FALSE;acs;3;4.89;7.56;0.63;36;0.27;NA;NA;10;1
273;TRUE;acs;3;4.75;8.68;0.45;64;0.21;NA;NA;11;1
274;FALSE;acs;3;4.65;7.78;0.55;75;0.17;NA;NA;19;1
275;FALSE;acs;3;4.05;9.53;0.12;58;0.24;NA;NA;18;0
276;FALSE;acs;3;3.3;6.73;0.97;45;0.89;NA;NA;12;1
277;FALSE;as;3;3.71;8.53;0.54;58;NA;NA;NA;9;1
278;FALSE;acs;3;2.64;2.64;0.99;76;0.85;NA;NA;10;0
279;FALSE;mmas;3;1.84;3.22;0.72;71;NA;NA;NA;5;1
280;FALSE;acs;3;2.33;5.69;0.8;73;0.93;NA;NA;13;1
281;FALSE;acs;3;2.24;4.11;0.9;75;0.84;NA;NA;22;1
282;FALSE;acs;3;4.7;8.58;0.64;50;0.22;NA;NA;11;1
283;FALSE;acs;3;1.73;5.41;0.82;57;0.85;NA;NA;22;0
284;FALSE;ras;3;4.76;9.05;0.3;54;NA;92;NA;15;1
285;FALSE;acs;3;1.89;5.2;0.86;43;0.94;NA;NA;5;1
286;FALSE;acs;3;2.98;6.35;0.78;46;0.72;NA;NA;7;0
287;FALSE;acs;3;3.92;8.78;0.41;71;0.39;NA;NA;18;1
288;FALSE;acs;3;2.08;4.85;0.79;76;0.76;NA;NA;15;1
289;FALSE;acs;3;2.15;1.91;0.96;87;0.93;NA;NA;15;0
290;FALSE;acs;3;4.43;8.68;0.63;45;0.43;NA;NA;13;0
291;FALSE;mmas;3;2.18;5.96;0.82;90;NA;NA;NA;10;1
292;FALSE;acs;3;1.48;6.53;0.76;81;0.83;NA;NA;19;0
293;FALSE;acs;3;2.87;5.48;0.83;76;0.76;NA;NA;16;0
294;FALSE;eas;3;1.44;6.93;0.97;83;NA;NA;223;6;1
295;FALSE;acs;3;4.88;8.43;0.66;15;0.02;NA;NA;19;1
296;FALSE;acs;1;4.74;8.69;0.44;58;0.17;NA;NA;10;1
297;FALSE;acs;3;2.92;4.88;0.8;67;0.97;NA;NA;5;1
298;FALSE;acs;3;2.51;5.62;0.6;81;0.87;NA;NA;9;1
299;FALSE;acs;3;1.79;7.37;0.8;56;0.99;NA;NA;17;1
300;FALSE;acs;3;2.57;7.06;0.88;66;0.63;NA;NA;9;0
301;FALSE;mmas;3;2.33;7;0.91;79;NA;NA;NA;7;0
302;FALSE;acs;3;2.64;4.95;0.82;73;0.67;NA;NA;5;1
303;FALSE;acs;2;1.55;4.96;0.98;72;0.91;NA;NA;20;0
304;FALSE;acs;3;4.99;8.24;0.25;40;0.27;NA;NA;20;0
305;FALSE;acs;3;4.44;8.78;0.49;27;0.32;NA;NA;35;1
306;FALSE;mmas;3;3.02;5.88;0.85;61;NA;NA;NA;11;1
307;FALSE;acs;3;4.51;9.29;0.37;75;0.03;NA;NA;10;1
308;FALSE;acs;3;3.97;8.5;0.97;49;0.92;NA;NA;13;1
309;FALSE;acs;3;1.71;4.54;0.77;79;0.72;NA;NA;9;1
310;FALSE;acs;3;4.71;9.98;0.62;33;0.15;NA;NA;13;1
311;FALSE;acs;3;2.57;7.36;0.6;98;0.87;NA;NA;14;1
312;FALSE;acs;3;3.74;9.66;0.26;57;0.31;NA;NA;7;1
313;FALSE;acs;0;2.41;3.31;0.88;80;0.92;NA;NA;NA;NA
314;FALSE;acs;3;3.06;4.8;0.92;66;0.94;NA;NA;7;1
315;FALSE;acs;3;2.63;6.06;0.99;87;0.88;NA;NA;7;1
316;FALSE;acs;3;2.61;7.87;0.81;49;0.82;NA;NA;5;1
317;FALSE;acs;1;4.14;9.65;0.61;47;0.4;NA;NA;17;1
318;FALSE;acs;3;2.26;5.82;0.92;48;0.51;NA;NA;5;1
319;FALSE;acs;3;1.7;6.29;0.59;55;0.62;NA;NA;9;1
320;FALSE;as;3;3.79;9.43;0.31;59;NA;NA;NA;14;1
321;FALSE;acs;3;2.7;4.76;0.86;65;0.99;NA;NA;23;0
322;FALSE;acs;2;0.75;4.12;0.86;63;0.92;NA;NA;15;1
323;FALSE;acs;3;3.47;5.04;0.93;71;0.92;NA;NA;14;1
324;TRUE;acs;3;1.7;6.14;0.89;59;0.93;NA;NA;10;1
325;FALSE;acs;3;2.07;3.73;0.74;56;0.8;NA;NA;13;0
326;FALSE;acs;3;3.8;7.51;0.28;77;0.54;NA;NA;6;1
327;FALSE;acs;3;4.04;8.23;0.26;44;0.3;NA;NA;8;1
328;FALSE;acs;3;2.85;2.8;0.92;66;0.81;NA;NA;16;1
329;FALSE;eas;3;1.97;4.97;0.77;52;NA;NA;540;16;1
330;FALSE;acs;3;4.91;9.23;0.51;54;0.25;NA;NA;13;0
331;FALSE;acs;3;2.62;8.17;0.47;65;0.07;NA;NA;14;1
332;FALSE;acs;3;4.68;8.64;0.54;58;0.11;NA;NA;16;1
333;FALSE;acs;1;2.31;3.79;0.86;72;0.83;NA;NA;9;1
334;FALSE;acs;3;4.77;7.9;0.33;57;0.2;NA;NA;10;1
335;FALSE;acs;3;2.59;5.16;0.82;87;0.99;NA;NA;11;1
336;FALSE;acs;3;2.57;3.6;1;61;0.95;NA;NA;7;1
337;FALSE;acs;3;4.43;9.01;0.41;48;0.25;NA;NA;12;1
338;FALSE;acs;3;4.58;8.54;0.56;69;0.15;NA;NA;8;1
339;FALSE;acs;3;4.22;8.53;0.28;46;0.21;NA;NA;7;1
340;FALSE;acs;3;4.2;9.51;0.36;44;0.26;NA;NA;11;1
341;FALSE;acs;3;4.38;8.73;0.42;52;0.36;NA;NA;19;1
342;FALSE;acs;3;4.45;9.63;0.59;40;0.44;NA;NA;24;1
343;FALSE;acs;3;2.12;5.26;0.82;72;0.91;NA;NA;9;1
344;FALSE;acs;3;4.38;8.16;0.47;54;0.19;NA;NA;13;1
345;FALSE;acs;3;2.35;4.85;0.8;66;0.83;NA;NA;6;1
346;FALSE;acs;3;2.03;7.75;0.82;58;0.94;NA;NA;10;1
347;FALSE;acs;3;4.01;8.61;0.32;65;0.26;NA;NA;13;1
348;FALSE;acs;3;3.17;9.04;0.44;54;0.35;NA;NA;14;1
349;FALSE;acs;3;3.9;9.19;0.61;58;0.03;NA;NA;5;1
350;FALSE;acs;3;3.26;8.97;0.49;69;0.12;NA;NA;6;1
351;FALSE;acs;3;2.44;9.09;0.42;71;0.12;NA;NA;6;1
