CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb
73;FALSE;FALSE;ras;3;2.67;1.94;0.52;91;NA;95;NA;19;0
74;FALSE;FALSE;ras;3;1.62;9.59;0.82;67;NA;61;NA;22;0
75;FALSE;FALSE;ras;1;1.78;9.97;0.52;18;NA;55;NA;11;0
76;FALSE;FALSE;as;0;4.33;3;0.38;73;NA;NA;NA;NA;NA
77;FALSE;FALSE;ras;2;4;9.1;0.21;31;NA;56;NA;32;1
78;FALSE;FALSE;acs;0;2.46;9.44;0.28;52;0.72;NA;NA;NA;NA
79;FALSE;FALSE;eas;0;3.08;5.35;0.13;36;NA;NA;481;NA;NA
80;FALSE;FALSE;acs;2;3.42;5.49;0.18;6;0.86;NA;NA;37;0
81;FALSE;FALSE;acs;1;4.47;3.98;0.21;79;0.48;NA;NA;18;1
82;FALSE;FALSE;acs;0;3.57;2.1;0.75;61;0.07;NA;NA;NA;NA
83;FALSE;FALSE;mmas;2;2.4;0.27;0.66;32;NA;NA;NA;47;1
84;FALSE;FALSE;acs;2;4.41;2.46;0.35;15;0.75;NA;NA;17;1
85;FALSE;FALSE;acs;2;2.23;3.32;0.12;9;0.93;NA;NA;28;1
86;FALSE;FALSE;mmas;3;2.66;6.81;0.87;45;NA;NA;NA;39;1
87;FALSE;FALSE;as;1;3.4;1.74;0.8;11;NA;NA;NA;45;1
88;FALSE;FALSE;acs;3;3.45;0.09;0.21;27;0.14;NA;NA;8;0
89;FALSE;FALSE;mmas;3;1.37;4.57;0.97;7;NA;NA;NA;37;0
90;FALSE;FALSE;acs;2;4.52;2.17;0.94;42;0.38;NA;NA;17;0
91;FALSE;FALSE;acs;3;2.5;0.45;0.8;55;0.89;NA;NA;39;1
92;FALSE;FALSE;acs;3;3.01;3.71;0.97;80;0.44;NA;NA;39;1
93;FALSE;FALSE;acs;0;4.63;2.91;0.96;68;0.09;NA;NA;NA;NA
94;FALSE;FALSE;eas;3;3.47;1.21;0.33;92;NA;NA;255;10;0
95;FALSE;FALSE;acs;0;4.71;2.37;0.54;92;0.38;NA;NA;NA;NA
96;FALSE;FALSE;acs;3;4.48;6.76;0.8;87;0.58;NA;NA;8;1
97;FALSE;FALSE;as;3;4.59;0.06;0.8;69;NA;NA;NA;7;1
98;FALSE;FALSE;as;0;4.75;3.69;0.73;82;NA;NA;NA;NA;NA
99;FALSE;FALSE;ras;1;4.08;1.48;0.48;66;NA;64;NA;19;1
100;FALSE;FALSE;eas;0;2.67;0;0.54;20;NA;NA;142;NA;NA
101;FALSE;FALSE;acs;1;3.78;2.85;0.47;60;0.6;NA;NA;11;1
102;FALSE;FALSE;ras;3;2.18;0.42;0.48;53;NA;14;NA;43;1
103;FALSE;FALSE;acs;3;3.04;2.22;0.03;5;0.63;NA;NA;39;0
104;FALSE;FALSE;acs;1;3.32;3.12;0.95;56;0.33;NA;NA;15;1
105;FALSE;FALSE;acs;1;3.14;7.57;0.84;63;0.69;NA;NA;32;1
106;FALSE;FALSE;acs;1;4.39;6.67;0.63;51;0.41;NA;NA;28;0
107;FALSE;FALSE;acs;3;3.99;1.62;0.4;84;0.14;NA;NA;15;0
108;FALSE;FALSE;eas;3;4.09;1.31;0.3;91;NA;NA;20;23;1
109;FALSE;FALSE;mmas;2;3.93;2.37;0.71;91;NA;NA;NA;26;1
110;FALSE;FALSE;acs;3;3.75;6.87;0.57;50;0.1;NA;NA;11;0
111;FALSE;FALSE;acs;3;4.06;2.05;0.79;14;0.06;NA;NA;25;0
112;FALSE;FALSE;acs;3;3.2;0.27;0.48;7;0.76;NA;NA;40;1
113;FALSE;FALSE;acs;2;3.98;5.09;0.63;61;0.61;NA;NA;34;0
114;FALSE;FALSE;acs;3;1.87;4.12;0.42;75;0.16;NA;NA;27;1
115;FALSE;FALSE;as;2;3.19;0.15;0.81;97;NA;NA;NA;13;0
116;FALSE;FALSE;acs;0;2.45;5.54;0.8;89;0.36;NA;NA;NA;NA
117;FALSE;FALSE;acs;3;2.72;6.21;0.7;47;0.82;NA;NA;25;0
118;FALSE;FALSE;acs;3;1.69;2.26;0.78;63;0.39;NA;NA;43;0
119;FALSE;FALSE;acs;3;2.23;3.43;0.6;62;0.14;NA;NA;10;0
120;TRUE;FALSE;acs;3;4.74;1.06;0.48;68;0.03;NA;NA;11;1
121;FALSE;FALSE;acs;1;2.05;3.08;0.74;43;0.56;NA;NA;39;1
122;FALSE;FALSE;acs;3;4.36;2.01;0.75;82;0.23;NA;NA;17;0
123;FALSE;FALSE;acs;2;4.87;0.05;0.59;43;0.09;NA;NA;13;0
124;FALSE;FALSE;acs;3;3.91;2.97;0.31;42;0.39;NA;NA;14;0
125;FALSE;FALSE;eas;2;1.85;2.5;0.45;17;NA;NA;54;27;1
126;FALSE;FALSE;acs;3;2.3;2.24;0.75;71;0.04;NA;NA;5;0
127;TRUE;FALSE;acs;3;3.18;1.53;0.44;59;0.39;NA;NA;12;1
128;FALSE;FALSE;acs;3;3.74;1.42;0.71;95;0.07;NA;NA;11;1
129;FALSE;FALSE;acs;0;3.4;0.66;0.96;72;0.36;NA;NA;NA;NA
130;FALSE;FALSE;acs;2;4.76;1.32;0.67;63;0.25;NA;NA;18;1
131;FALSE;FALSE;ras;3;4.47;0.49;0.53;77;NA;61;NA;9;1
132;FALSE;FALSE;acs;1;4.61;2.25;0.79;72;0.3;NA;NA;22;1
133;FALSE;FALSE;as;3;3.91;3.63;0.85;65;NA;NA;NA;25;1
134;FALSE;FALSE;acs;1;3.71;0.25;0.46;69;0.51;NA;NA;14;0
135;FALSE;FALSE;acs;3;2.44;1.77;0.64;38;0.54;NA;NA;49;1
136;FALSE;FALSE;as;3;1.99;1.4;0.64;55;NA;NA;NA;10;1
137;FALSE;FALSE;acs;2;4.22;6.69;0.54;84;0.06;NA;NA;16;1
138;TRUE;FALSE;acs;3;4.73;5.36;0.63;70;0.14;NA;NA;13;1
139;FALSE;FALSE;acs;3;4.98;2.62;0.5;84;0.47;NA;NA;26;1
140;FALSE;FALSE;as;2;3.71;2.23;0.82;81;NA;NA;NA;9;1
141;FALSE;FALSE;mmas;3;1.37;3.61;0.63;47;NA;NA;NA;36;1
142;FALSE;FALSE;acs;3;4.71;1.34;0.61;54;0.51;NA;NA;24;1
143;TRUE;FALSE;acs;3;2.46;4.33;0.37;54;0.76;NA;NA;30;1
144;FALSE;FALSE;acs;3;2.12;2.17;0.48;85;0.3;NA;NA;15;1
145;FALSE;FALSE;acs;3;2.07;1.99;0.96;27;0.47;NA;NA;47;1
146;FALSE;FALSE;acs;0;4.48;2.95;0.91;67;0.02;NA;NA;NA;NA
147;FALSE;FALSE;acs;3;2.83;1.44;0.79;64;0.56;NA;NA;42;1
148;FALSE;FALSE;acs;3;4.43;0.41;0.52;75;0.02;NA;NA;11;1
149;FALSE;FALSE;acs;3;2.59;3.31;0.83;34;0.87;NA;NA;28;1
150;FALSE;FALSE;acs;3;4.45;2.91;0.66;57;0.27;NA;NA;5;1
151;FALSE;FALSE;acs;2;4.42;3.47;0.56;70;0.04;NA;NA;9;1
152;FALSE;FALSE;acs;3;4.03;0.42;0.51;72;0.03;NA;NA;8;1
153;FALSE;FALSE;acs;3;1.91;0.44;0.83;81;0.25;NA;NA;9;1
154;FALSE;FALSE;mmas;3;3.31;1.21;0.12;77;NA;NA;NA;8;1
155;FALSE;FALSE;acs;1;2.32;2.78;0.25;44;0.44;NA;NA;20;1
156;FALSE;FALSE;acs;0;4.39;2.8;0.77;67;0.36;NA;NA;NA;NA
157;FALSE;FALSE;acs;3;2.79;1.04;0.4;55;0.7;NA;NA;42;1
158;FALSE;FALSE;acs;3;4.28;1.54;0.52;95;0;NA;NA;8;1
159;FALSE;FALSE;acs;3;2.21;2.02;0.7;11;0.94;NA;NA;38;1
160;FALSE;FALSE;acs;3;2.97;0.46;0.3;79;0.15;NA;NA;7;1
161;FALSE;FALSE;acs;3;3.62;2.95;0.74;45;0.4;NA;NA;12;1
162;FALSE;FALSE;acs;3;3.84;1.45;0.77;94;0.02;NA;NA;19;1
163;FALSE;FALSE;acs;3;1.94;4.88;0.3;94;0.49;NA;NA;8;1
164;FALSE;FALSE;acs;3;4.26;1.46;0.9;61;0.09;NA;NA;14;1
165;TRUE;FALSE;acs;3;1.9;1.39;1;52;0.49;NA;NA;24;1
166;FALSE;FALSE;acs;3;1.24;2.11;0.53;33;0.22;NA;NA;23;0
167;FALSE;FALSE;acs;3;2.41;1.31;0.73;36;0.68;NA;NA;39;1
168;FALSE;FALSE;as;3;2.17;1.07;0.46;72;NA;NA;NA;25;0
169;FALSE;FALSE;mmas;3;3.27;1.17;0.5;77;NA;NA;NA;30;1
170;FALSE;FALSE;acs;3;2.32;0.76;0.14;81;0.17;NA;NA;10;1
171;FALSE;FALSE;acs;3;2.37;0.52;0.3;47;0.31;NA;NA;16;1
172;FALSE;FALSE;acs;3;2.75;5.04;0.37;38;0.69;NA;NA;35;1
173;FALSE;FALSE;acs;3;4.52;5.05;0.57;47;0.14;NA;NA;15;1
174;FALSE;FALSE;acs;3;4.32;4.89;0.48;72;0.04;NA;NA;22;1
175;FALSE;FALSE;acs;3;2.98;1.78;0.38;61;0.21;NA;NA;9;1
176;TRUE;FALSE;acs;3;2.01;0.99;0.95;47;0.51;NA;NA;17;1
177;FALSE;FALSE;acs;3;1.18;3.09;0.88;53;0.63;NA;NA;17;1
178;FALSE;FALSE;acs;3;2.45;1.42;0.89;73;0.5;NA;NA;21;1
179;FALSE;FALSE;acs;3;2.51;3.77;0.24;73;0.88;NA;NA;27;1
180;FALSE;FALSE;acs;3;4.24;0.26;0.4;79;0.11;NA;NA;15;1
181;FALSE;FALSE;acs;3;4.79;3.05;0.33;45;0.64;NA;NA;34;1
182;FALSE;FALSE;as;3;4.84;2.34;0.46;71;NA;NA;NA;17;1
183;FALSE;FALSE;acs;3;3.58;5.37;0.5;59;0.2;NA;NA;8;1
184;FALSE;FALSE;acs;3;3.28;3.16;0.42;64;0.3;NA;NA;23;1
185;TRUE;FALSE;acs;3;3.74;1.81;0.32;56;0.37;NA;NA;13;1
186;FALSE;FALSE;acs;3;4.34;5.56;0.64;72;0.12;NA;NA;5;1
187;FALSE;FALSE;acs;3;4.8;4.25;0.7;66;0.2;NA;NA;15;1
188;FALSE;FALSE;acs;3;4.01;4.21;0.42;64;0.34;NA;NA;7;1
189;TRUE;FALSE;acs;3;3.94;8.13;0.61;63;0.09;NA;NA;11;1
190;FALSE;FALSE;acs;3;3.09;1.13;0.47;33;0.59;NA;NA;17;0
191;FALSE;FALSE;acs;3;1.52;0.61;0.86;57;0.52;NA;NA;35;1
192;FALSE;FALSE;acs;3;1.55;1.51;0.9;49;0.55;NA;NA;16;1
193;FALSE;FALSE;acs;3;3.31;0.01;0.38;72;0.32;NA;NA;12;1
194;FALSE;FALSE;acs;3;2.75;0.64;0.55;41;0.5;NA;NA;8;1
195;FALSE;FALSE;acs;3;3.19;0.87;0.63;50;0.53;NA;NA;6;1
196;FALSE;FALSE;acs;3;3.32;5.06;0.49;56;0.88;NA;NA;32;1
197;FALSE;FALSE;acs;3;2.51;3.55;0.95;73;0.49;NA;NA;31;1
198;TRUE;FALSE;acs;3;2.74;0.52;0.44;49;0.52;NA;NA;14;1
199;FALSE;FALSE;acs;3;2.57;3.86;0.5;40;0.75;NA;NA;31;1
200;FALSE;FALSE;acs;3;1.32;1.71;0.8;58;0.36;NA;NA;28;1
201;FALSE;FALSE;acs;3;1.88;2.03;0.91;51;0.57;NA;NA;20;1
202;FALSE;FALSE;acs;3;2.2;5.66;0.33;47;0.69;NA;NA;29;1
203;FALSE;FALSE;acs;3;2.84;1.81;0.26;37;0.44;NA;NA;10;1
204;FALSE;FALSE;acs;3;2.82;4.95;0.49;57;0.48;NA;NA;33;1
205;FALSE;FALSE;acs;3;4.89;6.17;0.72;86;0.1;NA;NA;18;1
206;FALSE;FALSE;acs;3;2.99;2.84;0.55;51;0.3;NA;NA;17;1
207;FALSE;FALSE;acs;3;1.88;2.65;0.26;49;0.43;NA;NA;14;1
208;FALSE;FALSE;acs;3;2.45;3.33;0.45;75;0.72;NA;NA;33;1
209;FALSE;FALSE;acs;3;1.7;1.03;0.91;48;0.22;NA;NA;33;1
210;FALSE;FALSE;acs;3;4.39;5.25;0.48;58;0.3;NA;NA;18;1
211;FALSE;FALSE;acs;3;3.76;4.24;0.26;58;0.41;NA;NA;8;1
212;TRUE;FALSE;acs;3;3.31;1.78;0.36;55;0.42;NA;NA;12;1
213;FALSE;FALSE;acs;3;1.83;1.77;0.93;46;0.54;NA;NA;22;1
214;FALSE;FALSE;acs;3;3.92;1.14;0.35;53;0.39;NA;NA;8;1
215;FALSE;FALSE;acs;3;2.95;1.89;0.51;48;0.43;NA;NA;15;1
216;FALSE;FALSE;acs;3;2.44;1.73;0.42;60;0.32;NA;NA;14;1
217;FALSE;FALSE;acs;3;2.38;0.27;0.91;35;0.65;NA;NA;14;1
218;FALSE;FALSE;acs;3;3.2;0.93;0.49;48;0.43;NA;NA;21;1
219;FALSE;FALSE;acs;3;1.92;0.19;0.4;45;0.6;NA;NA;9;1
220;FALSE;FALSE;acs;3;3.84;2.94;0.24;63;0.45;NA;NA;12;1
221;FALSE;FALSE;acs;3;2.51;2.63;0.42;57;0.52;NA;NA;7;1
222;FALSE;FALSE;acs;3;4.6;7.43;0.69;49;0.14;NA;NA;5;1
223;TRUE;FALSE;acs;3;4.09;8.6;0.53;59;0.08;NA;NA;12;1
224;FALSE;FALSE;acs;3;2.72;1.51;0.37;53;0.34;NA;NA;23;1
225;FALSE;FALSE;acs;3;2.91;2.43;0.43;51;0.26;NA;NA;13;1
226;FALSE;FALSE;acs;3;2.33;1.21;0.43;49;0.52;NA;NA;13;1
227;FALSE;FALSE;acs;3;1.87;0.95;0.91;47;0.55;NA;NA;12;1
228;FALSE;FALSE;acs;3;3.54;8.5;0.55;72;0.07;NA;NA;10;1
229;FALSE;FALSE;acs;3;4.11;1.96;0.28;65;0.41;NA;NA;16;1
230;FALSE;FALSE;acs;3;3.64;1.69;0.42;53;0.41;NA;NA;8;1
231;FALSE;FALSE;acs;3;3.36;8.18;0.65;59;0.18;NA;NA;7;1
232;FALSE;FALSE;acs;3;3.47;1.56;0.49;68;0.36;NA;NA;21;1
233;FALSE;FALSE;acs;3;2.94;1.42;0.44;41;0.52;NA;NA;10;1
234;FALSE;FALSE;acs;3;4.64;9.26;0.53;62;0.12;NA;NA;18;1
235;TRUE;FALSE;acs;3;3.71;9.33;0.53;56;0.08;NA;NA;16;1
236;TRUE;FALSE;acs;3;3.89;8.77;0.69;65;0.02;NA;NA;11;1
237;FALSE;FALSE;acs;3;3.24;0.78;0.32;57;0.52;NA;NA;18;1
238;FALSE;FALSE;acs;3;4.51;8.72;0.59;65;0.13;NA;NA;7;1
239;FALSE;FALSE;acs;3;3.09;8.57;0.47;69;0.15;NA;NA;10;1
240;FALSE;FALSE;acs;3;3.96;2.52;0.28;70;0.31;NA;NA;6;1
241;FALSE;FALSE;acs;3;3.7;2.45;0.56;53;0.43;NA;NA;9;1
242;FALSE;FALSE;acs;0;3.47;7.59;0.57;57;0.15;NA;NA;NA;NA
243;FALSE;FALSE;acs;3;3.98;1.86;0.26;53;0.27;NA;NA;19;1
244;FALSE;FALSE;acs;3;4.21;2.87;0.24;53;0.42;NA;NA;10;1
245;FALSE;FALSE;acs;3;2.29;1.73;0.44;35;0.48;NA;NA;17;1
246;FALSE;FALSE;acs;3;4.5;1.55;0.39;61;0.16;NA;NA;12;1
247;FALSE;FALSE;acs;3;4.02;8.94;0.42;61;0.16;NA;NA;7;1
248;FALSE;FALSE;acs;3;4.24;1.35;0.4;53;0.42;NA;NA;13;1
249;FALSE;FALSE;acs;3;3.11;0.92;0.56;42;0.52;NA;NA;15;1
250;FALSE;FALSE;acs;3;3.85;1.6;0.34;51;0.14;NA;NA;17;1
251;FALSE;FALSE;acs;3;3.54;9.5;0.5;56;0.13;NA;NA;9;1
252;FALSE;FALSE;acs;3;3.91;1.8;0.32;55;0.48;NA;NA;13;1
253;FALSE;FALSE;acs;3;3.75;7.57;0.7;74;0.1;NA;NA;15;1
254;FALSE;FALSE;acs;3;3.8;0.27;0.47;54;0.42;NA;NA;15;1
255;FALSE;FALSE;acs;3;3.71;9.45;0.47;56;0.16;NA;NA;13;1
256;FALSE;FALSE;acs;3;3.07;2.06;0.33;63;0.43;NA;NA;19;1
257;FALSE;FALSE;acs;3;3.3;1.23;0.36;63;0.38;NA;NA;16;1
258;FALSE;FALSE;acs;3;4.07;3.41;0.3;64;0.3;NA;NA;10;1
259;FALSE;FALSE;acs;3;4.33;8.69;0.64;68;0.07;NA;NA;12;1
260;FALSE;FALSE;acs;3;4.33;8.47;0.6;56;0.14;NA;NA;9;1
261;FALSE;FALSE;acs;3;3.94;7.5;0.65;73;0.1;NA;NA;12;1
262;FALSE;FALSE;acs;3;3.13;2.52;0.43;56;0.53;NA;NA;14;1
263;FALSE;FALSE;acs;3;3.18;2.34;0.32;55;0.61;NA;NA;10;1
264;FALSE;FALSE;acs;3;3.59;8.61;0.77;65;0.11;NA;NA;9;1
265;FALSE;FALSE;acs;3;3.43;0.55;0.34;56;0.41;NA;NA;15;1
266;FALSE;FALSE;acs;3;3.41;8.17;0.74;65;0.04;NA;NA;13;1
267;FALSE;FALSE;acs;3;3.67;2.41;0.38;62;0.44;NA;NA;15;1
268;FALSE;FALSE;acs;3;3.83;1.15;0.24;53;0.41;NA;NA;12;1
269;FALSE;FALSE;acs;3;3.02;1.26;0.38;56;0.43;NA;NA;15;1
270;FALSE;FALSE;acs;3;4.29;7.85;0.75;75;0.05;NA;NA;17;1
271;FALSE;FALSE;acs;3;3.5;8.55;0.8;63;0.04;NA;NA;8;1
272;FALSE;FALSE;acs;3;3.52;7.96;0.58;75;0.13;NA;NA;17;1
273;FALSE;FALSE;acs;3;3.85;9.29;0.69;65;0.05;NA;NA;17;1
274;FALSE;FALSE;acs;3;3.8;9;0.43;59;0.02;NA;NA;17;1
275;FALSE;FALSE;acs;3;3.43;1.1;0.33;64;0.3;NA;NA;13;1
276;FALSE;FALSE;acs;3;3.47;1.56;0.19;54;0.33;NA;NA;12;1
277;FALSE;FALSE;acs;3;3.24;1.1;0.41;54;0.35;NA;NA;13;1
278;FALSE;FALSE;acs;3;3.75;1.76;0.37;56;0.31;NA;NA;15;1
279;FALSE;FALSE;acs;3;3.96;7.93;0.52;56;0.11;NA;NA;8;1
280;FALSE;FALSE;acs;3;4.28;1.89;0.15;45;0.33;NA;NA;16;1
281;FALSE;FALSE;acs;3;3.71;2.12;0.32;57;0.38;NA;NA;12;1
282;FALSE;FALSE;acs;3;3.91;1.51;0.27;63;0.39;NA;NA;12;1
283;FALSE;FALSE;acs;3;3.97;9.07;0.51;49;0.15;NA;NA;10;1
284;FALSE;FALSE;acs;3;3.85;9.28;0.51;58;0.04;NA;NA;9;1
285;FALSE;FALSE;acs;3;3.31;1.6;0.34;48;0.36;NA;NA;9;1
286;TRUE;FALSE;acs;3;3.38;8.36;0.73;63;0.13;NA;NA;9;1
287;TRUE;TRUE;acs;3;4.71;9.12;0.58;61;0.06;NA;NA;12;1
288;FALSE;FALSE;acs;3;3.4;9.63;0.49;52;0.03;NA;NA;17;1
289;TRUE;FALSE;acs;3;3.68;1.41;0.29;54;0.25;NA;NA;14;1
290;FALSE;FALSE;acs;3;3.8;1.24;0.34;62;0.3;NA;NA;10;1
291;FALSE;FALSE;acs;3;3.39;1.66;0.34;49;0.42;NA;NA;12;1
292;FALSE;FALSE;acs;3;4.05;8.25;0.75;66;0.05;NA;NA;13;1
293;FALSE;FALSE;acs;3;4.12;8.97;0.74;58;0.01;NA;NA;10;1
294;FALSE;FALSE;acs;3;4.78;8.97;0.66;64;0.06;NA;NA;13;1
295;FALSE;FALSE;acs;3;3.92;9.2;0.69;70;0.02;NA;NA;10;1
296;FALSE;FALSE;acs;3;3.66;2.13;0.29;56;0.27;NA;NA;15;1
297;FALSE;FALSE;acs;3;3.76;1.7;0.35;59;0.22;NA;NA;14;1
298;TRUE;FALSE;acs;3;4.02;2.02;0.31;57;0.24;NA;NA;17;1
299;FALSE;FALSE;acs;3;3.79;1.55;0.33;57;0.41;NA;NA;12;1
300;FALSE;FALSE;acs;3;4.73;9.35;0.53;57;0.03;NA;NA;13;1
301;FALSE;FALSE;acs;3;4.25;7.9;0.64;61;0.03;NA;NA;10;1
302;FALSE;FALSE;acs;3;3.66;9.61;0.68;63;0.03;NA;NA;6;1
303;FALSE;FALSE;acs;3;4.55;9.79;0.59;61;0.12;NA;NA;14;1
304;FALSE;FALSE;acs;3;4.49;8.82;0.67;55;0.16;NA;NA;10;1
305;FALSE;FALSE;acs;3;4.42;9.25;0.59;57;0.14;NA;NA;17;1
306;FALSE;FALSE;acs;3;3.69;1.34;0.29;51;0.28;NA;NA;15;1
307;FALSE;FALSE;acs;3;4.8;9.52;0.64;60;0.01;NA;NA;13;1
308;FALSE;FALSE;acs;3;3.64;7.84;0.72;60;0.14;NA;NA;7;1
309;FALSE;FALSE;acs;3;4.4;9.29;0.53;64;0.08;NA;NA;15;1
